Source Name	Comment[ENA_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[cell type]	Characteristics[infect]	Characteristics[time]	Unit[time unit]	Material Type	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[infect]	Factor Value[time]	Unit[time unit]	Factor Value[single cell ID]
day14_mouse2_15123_cell69	ERS985678	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell69	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_69_	sequencing assay	ERX1225305	15123_69_2.fastq.gz	15123_69_2.fastq.gz	ERR1146503	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146503/ERR1146503_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 88
day14_mouse2_15123_cell70	ERS985679	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell70	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_70_	sequencing assay	ERX1225306	15123_70_1.fastq.gz	15123_70_1.fastq.gz	ERR1146504	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146504/ERR1146504_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 89
day14_mouse2_15123_cell70	ERS985679	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell70	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_70_	sequencing assay	ERX1225306	15123_70_2.fastq.gz	15123_70_2.fastq.gz	ERR1146504	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146504/ERR1146504_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 89
day14_mouse2_15123_cell80	ERS985680	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell80	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_80_	sequencing assay	ERX1225307	15123_80_1.fastq.gz	15123_80_1.fastq.gz	ERR1146505	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146505/ERR1146505_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 90
day14_mouse2_15123_cell80	ERS985680	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell80	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_80_	sequencing assay	ERX1225307	15123_80_2.fastq.gz	15123_80_2.fastq.gz	ERR1146505	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146505/ERR1146505_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 90
day14_mouse2_15123_cell81	ERS985681	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell81	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_81_	sequencing assay	ERX1225308	15123_81_1.fastq.gz	15123_81_1.fastq.gz	ERR1146506	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146506/ERR1146506_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 91
day14_mouse2_15123_cell81	ERS985681	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell81	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_81_	sequencing assay	ERX1225308	15123_81_2.fastq.gz	15123_81_2.fastq.gz	ERR1146506	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146506/ERR1146506_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 91
day14_mouse2_15123_cell82	ERS985682	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell82	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_82_	sequencing assay	ERX1225309	15123_82_1.fastq.gz	15123_82_1.fastq.gz	ERR1146507	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146507/ERR1146507_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 92
day14_mouse2_15123_cell82	ERS985682	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell82	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_82_	sequencing assay	ERX1225309	15123_82_2.fastq.gz	15123_82_2.fastq.gz	ERR1146507	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146507/ERR1146507_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 92
day14_mouse2_15123_cell92	ERS985683	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell92	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_92_	sequencing assay	ERX1225310	15123_92_1.fastq.gz	15123_92_1.fastq.gz	ERR1146508	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146508/ERR1146508_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 93
day14_mouse2_15123_cell92	ERS985683	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell92	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_92_	sequencing assay	ERX1225310	15123_92_2.fastq.gz	15123_92_2.fastq.gz	ERR1146508	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146508/ERR1146508_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 93
day14_mouse2_15123_cell93	ERS985684	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell93	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_93_	sequencing assay	ERX1225311	15123_93_1.fastq.gz	15123_93_1.fastq.gz	ERR1146509	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146509/ERR1146509_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 94
day14_mouse2_15123_cell93	ERS985684	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15123_cell93	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15123_93_	sequencing assay	ERX1225311	15123_93_2.fastq.gz	15123_93_2.fastq.gz	ERR1146509	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146509/ERR1146509_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 94
day14_mouse2_15126_cell05	ERS985685	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell05	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_5_	sequencing assay	ERX1225312	15126_5_1.fastq.gz	15126_5_1.fastq.gz	ERR1146510	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146510/ERR1146510_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 95
day14_mouse2_15126_cell05	ERS985685	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell05	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_5_	sequencing assay	ERX1225312	15126_5_2.fastq.gz	15126_5_2.fastq.gz	ERR1146510	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146510/ERR1146510_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 95
day14_mouse2_15126_cell06	ERS985686	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell06	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_6_	sequencing assay	ERX1225313	15126_6_1.fastq.gz	15126_6_1.fastq.gz	ERR1146511	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146511/ERR1146511_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 96
day14_mouse2_15126_cell06	ERS985686	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell06	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_6_	sequencing assay	ERX1225313	15126_6_2.fastq.gz	15126_6_2.fastq.gz	ERR1146511	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146511/ERR1146511_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 96
day14_mouse2_15126_cell17	ERS985687	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell17	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_17_	sequencing assay	ERX1225314	15126_17_1.fastq.gz	15126_17_1.fastq.gz	ERR1146512	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146512/ERR1146512_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 97
day14_mouse2_15126_cell17	ERS985687	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell17	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_17_	sequencing assay	ERX1225314	15126_17_2.fastq.gz	15126_17_2.fastq.gz	ERR1146512	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146512/ERR1146512_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 97
day14_mouse2_15126_cell18	ERS985688	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell18	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_18_	sequencing assay	ERX1225315	15126_18_1.fastq.gz	15126_18_1.fastq.gz	ERR1146513	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146513/ERR1146513_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 98
day14_mouse2_15126_cell18	ERS985688	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell18	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_18_	sequencing assay	ERX1225315	15126_18_2.fastq.gz	15126_18_2.fastq.gz	ERR1146513	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146513/ERR1146513_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 98
day14_mouse2_15126_cell29	ERS985689	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell29	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_29_	sequencing assay	ERX1225316	15126_29_1.fastq.gz	15126_29_1.fastq.gz	ERR1146514	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146514/ERR1146514_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 99
day14_mouse2_15126_cell29	ERS985689	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell29	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_29_	sequencing assay	ERX1225316	15126_29_2.fastq.gz	15126_29_2.fastq.gz	ERR1146514	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146514/ERR1146514_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 99
day14_mouse2_15126_cell30	ERS985690	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell30	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_30_	sequencing assay	ERX1225317	15126_30_1.fastq.gz	15126_30_1.fastq.gz	ERR1146515	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146515/ERR1146515_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 100
day14_mouse2_15126_cell30	ERS985690	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell30	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_30_	sequencing assay	ERX1225317	15126_30_2.fastq.gz	15126_30_2.fastq.gz	ERR1146515	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146515/ERR1146515_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 100
day14_mouse2_15126_cell41	ERS985691	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell41	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_41_	sequencing assay	ERX1225318	15126_41_1.fastq.gz	15126_41_1.fastq.gz	ERR1146516	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146516/ERR1146516_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 101
day14_mouse2_15126_cell41	ERS985691	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell41	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_41_	sequencing assay	ERX1225318	15126_41_2.fastq.gz	15126_41_2.fastq.gz	ERR1146516	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146516/ERR1146516_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 101
day14_mouse2_15126_cell42	ERS985692	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell42	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_42_	sequencing assay	ERX1225319	15126_42_1.fastq.gz	15126_42_1.fastq.gz	ERR1146517	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146517/ERR1146517_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 102
day14_mouse2_15126_cell42	ERS985692	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell42	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_42_	sequencing assay	ERX1225319	15126_42_2.fastq.gz	15126_42_2.fastq.gz	ERR1146517	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146517/ERR1146517_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 102
day14_mouse2_15126_cell53	ERS985693	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell53	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_53_	sequencing assay	ERX1225320	15126_53_1.fastq.gz	15126_53_1.fastq.gz	ERR1146518	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146518/ERR1146518_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 103
day14_mouse2_15126_cell53	ERS985693	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	Salmonella typhimurium	14	day	cell	P-MTAB-46290	P-MTAB-46292	day14_mouse2_15126_cell53	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	15126_53_	sequencing assay	ERX1225320	15126_53_2.fastq.gz	15126_53_2.fastq.gz	ERR1146518	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146518/ERR1146518_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	Salmonella typhimurium	14	day	cell 103
